# k-path (frac)    E1    E2    E3    E4    E5    E6
# path: M → Γ → K → M' → K'
# Symmetry points: M=0, Γ=0.577350, K=1.244017, M'=1.577350, K'=1.910684

# H at Gamma (0,0):
# (-0.061000+0.000000i) (0.000000+0.000000i) (-0.000000+0.000000i) 
# (0.000000+0.000000i) (2.926377+0.000000i) (-0.000000+0.000000i) 
# (-0.000000+0.000000i) (-0.000000+0.000000i) (2.926377+0.000000i) 

# H at K (2/3,1/3):
# (0.031386-0.000000i) (-0.245408-0.564246i) (0.184695+0.282663i) 
# (-0.245408+0.564246i) (2.432452-0.000000i) (0.161759-0.019751i) 
# (0.184695-0.282663i) (0.161759+0.019751i) (2.658915+0.000000i) 

# TB_Gamma_VBM =    -0.061000

# SOC eigenvalues at K (2/3, 1/3):
#   E[0] =    -0.135923 eV
#   E[1] =     0.010077 eV
#   E[2] =     1.595000 eV
#   E[3] =     1.595000 eV
#   E[4] =     3.376676 eV
#   E[5] =     3.522676 eV
# VBM1 =     0.010077 eV, VBM2 =    -0.135923 eV
# VBM SOC splitting =     0.146000 eV  (expected 2*lambda =     0.146000 eV)
    0.000000    -0.689894    -0.689894     2.184240     2.184240     2.661735     2.661735
    0.014434    -0.692301    -0.692301     2.183510     2.183510     2.658814     2.658814
    0.028868    -0.699445    -0.699445     2.181358     2.181358     2.650129     2.650129
    0.043301    -0.711093    -0.711093     2.177893     2.177893     2.635919     2.635919
    0.057735    -0.726853    -0.726853     2.173296     2.173296     2.616568     2.616568
    0.072169    -0.746180    -0.746180     2.167808     2.167808     2.592585     2.592585
    0.086603    -0.768372    -0.768372     2.161730     2.161730     2.564584     2.564584
    0.101036    -0.792580    -0.792580     2.155401     2.155401     2.533253     2.533253
    0.115470    -0.817820    -0.817820     2.149196     2.149196     2.499340     2.499340
    0.129904    -0.842987    -0.842987     2.143497     2.143497     2.463624     2.463624
    0.144338    -0.866888    -0.866888     2.138679     2.138679     2.426911     2.426911
    0.158771    -0.888272    -0.888272     2.135070     2.135070     2.390039     2.390039
    0.173205    -0.905878    -0.905878     2.132901     2.132901     2.353906     2.353906
    0.187639    -0.918479    -0.918479     2.132212     2.132212     2.319555     2.319555
    0.202073    -0.924940    -0.924940     2.132670     2.132670     2.288342     2.288342
    0.216506    -0.924273    -0.924273     2.133234     2.133234     2.262271     2.262271
    0.230940    -0.915691    -0.915691     2.131818     2.131818     2.244330     2.244330
    0.245374    -0.898666    -0.898666     2.126101     2.126101     2.237687     2.237687
    0.259808    -0.872970    -0.872970     2.116250     2.116250     2.242974     2.242974
    0.274241    -0.838713    -0.838713     2.105283     2.105283     2.257926     2.257926
    0.288675    -0.796368    -0.796368     2.096395     2.096395     2.280056     2.280056
    0.303109    -0.746777    -0.746777     2.091850     2.091850     2.307756     2.307756
    0.317543    -0.691134    -0.691134     2.093228     2.093228     2.340035     2.340035
    0.331976    -0.630944    -0.630944     2.101726     2.101726     2.376180     2.376180
    0.346410    -0.567950    -0.567950     2.118274     2.118274     2.415583     2.415583
    0.360844    -0.504031    -0.504031     2.143549     2.143549     2.457658     2.457658
    0.375278    -0.441070    -0.441070     2.177911     2.177911     2.501811     2.501811
    0.389711    -0.380818    -0.380818     2.221315     2.221315     2.547427     2.547427
    0.404145    -0.324755    -0.324755     2.273227     2.273227     2.593881     2.593881
    0.418579    -0.273990    -0.273990     2.332567     2.332567     2.640543     2.640543
    0.433013    -0.229209    -0.229209     2.397702     2.397702     2.686804     2.686804
    0.447446    -0.190683    -0.190683     2.466493     2.466493     2.732099     2.732099
    0.461880    -0.158319    -0.158319     2.536393     2.536393     2.775929     2.775929
    0.476314    -0.131754    -0.131754     2.604591     2.604591     2.817876     2.817876
    0.490748    -0.110450    -0.110450     2.668202     2.668202     2.857583     2.857583
    0.505181    -0.093788    -0.093788     2.724534     2.724534     2.894631     2.894631
    0.519615    -0.081146    -0.081146     2.771474     2.771474     2.928299     2.928299
    0.534049    -0.071958    -0.071958     2.807831     2.807831     2.957324     2.957324
    0.548483    -0.065749    -0.065749     2.833368     2.833368     2.979957     2.979957
    0.562917    -0.062169    -0.062169     2.848416     2.848416     2.994406     2.994406
    0.577350    -0.061000    -0.061000     2.853377     2.853377     2.999377     2.999377
    0.577350    -0.061000    -0.061000     2.853377     2.853377     2.999377     2.999377
    0.594017    -0.062573    -0.062550     2.846630     2.846881     2.992630     2.992903
    0.610684    -0.067463    -0.067286     2.825636     2.827584     2.972685     2.974810
    0.627350    -0.076115    -0.075514     2.789262     2.795379     2.941152     2.947870
    0.644017    -0.089181    -0.087751     2.737262     2.749959     2.900807     2.914934
    0.660684    -0.107466    -0.104665     2.671150     2.691566     2.854722     2.877938
    0.677350    -0.131827    -0.126986     2.594036     2.621770     2.805319     2.837895
    0.694017    -0.163047    -0.155394     2.509778     2.543510     2.754115     2.795500
    0.710684    -0.201674    -0.190382     2.422291     2.460429     2.702135     2.751565
    0.727350    -0.247856    -0.232117     2.335148     2.376167     2.650354     2.707112
    0.744017    -0.301200    -0.280310     2.251357     2.293953     2.599844     2.663331
    0.760684    -0.360688    -0.334149     2.173237     2.216424     2.551749     2.621475
    0.777350    -0.424688    -0.392294     2.102410     2.145591     2.507185     2.582760
    0.794017    -0.491074    -0.452972     2.039886     2.082905     2.467135     2.548256
    0.810684    -0.557416    -0.514125     1.986233     2.029388     2.432358     2.518804
    0.827350    -0.621209    -0.573609     1.941760     1.985775     2.403337     2.494952
    0.844017    -0.680092    -0.629380     1.906681     1.952632     2.380262     2.476924
    0.860684    -0.732014    -0.679645     1.881210     1.930418     2.363052     2.464630
    0.877350    -0.775346    -0.722956     1.865584     1.919481     2.351413     2.457700
    0.894017    -0.808919    -0.758250     1.860026     1.919998     2.344907     2.455547
    0.910684    -0.832019    -0.784841     1.864664     1.931858     2.343065     2.457436
    0.927350    -0.844343    -0.802378     1.879415     1.954487     2.345540     2.462577
    0.944017    -0.845934    -0.810783     1.903833     1.986564     2.352369     2.470250
    0.960684    -0.837096    -0.810188     1.936906     2.025550     2.364439     2.479991
    0.977350    -0.818329    -0.800876     1.976758     2.066999     2.384194     2.491888
    0.994017    -0.790257    -0.783231     2.020234     2.104138     2.416093     2.507024
    1.010684    -0.757710    -0.753578     2.062429     2.129406     2.465137     2.527982
    1.027350    -0.724834    -0.709036     2.096691     2.138309     2.533105     2.558925
    1.044017    -0.685184    -0.657410     2.116091     2.130852     2.604217     2.617231
    1.060684    -0.639432    -0.599524     2.109055     2.116281     2.665675     2.712809
    1.077350    -0.588366    -0.536280     2.074964     2.096947     2.741251     2.815319
    1.094017    -0.532945    -0.468712     2.030352     2.060475     2.826504     2.920859
    1.110684    -0.474353    -0.398052     1.977018     2.010161     2.916539     3.025983
    1.127350    -0.414065    -0.325819     1.917093     1.949501     3.006877     3.127531
    1.144017    -0.353911    -0.253920     1.853227     1.882203     3.093586     3.222554
    1.160684    -0.296122    -0.184742     1.788682     1.812384     3.173225     3.308306
    1.177350    -0.243317    -0.121210     1.727306     1.744690     3.242792     3.382284
    1.194017    -0.198385    -0.066723     1.673351     1.684247     3.299730     3.442289
    1.210684    -0.164174    -0.024851     1.631087     1.636312     3.341956     3.486504
    1.227350    -0.142978     0.001317     1.604187     1.605544     3.367921     3.513572
    1.244017    -0.135923     0.010077     1.595000     1.595000     3.376676     3.522676
    1.244017    -0.135923     0.010077     1.595000     1.595000     3.376676     3.522676
    1.252350    -0.137617     0.007968     1.597279     1.597611     3.374487     3.520403
    1.260684    -0.142540     0.001840     1.604011     1.605297     3.367948     3.513614
    1.269017    -0.150390    -0.007922     1.614953     1.617733     3.357142     3.502391
    1.277350    -0.160799    -0.020842     1.629764     1.634465     3.342202     3.486860
    1.285684    -0.173356    -0.036395     1.648029     1.654954     3.323311     3.467196
    1.294017    -0.187634    -0.054039     1.669281     1.678599     3.300708     3.443620
    1.302350    -0.203212    -0.073245     1.693021     1.704772     3.274684     3.416401
    1.310684    -0.219695    -0.093528     1.718736     1.732838     3.245587     3.385857
    1.319017    -0.236730    -0.114457     1.745914     1.762170     3.213821     3.352350
    1.327350    -0.254015    -0.135671     1.774056     1.792160     3.179843     3.316292
    1.335684    -0.271306    -0.156882     1.802681     1.822227     3.144163     3.278133
    1.344017    -0.288420    -0.177879     1.831334     1.851817     3.107338     3.238362
    1.352350    -0.305236    -0.198522     1.859590     1.880410     3.069966     3.197500
    1.360684    -0.321692    -0.218741     1.887058     1.907525     3.032675     3.156092
    1.369017    -0.337779    -0.238530     1.913388     1.932729     2.996105     3.114695
    1.377350    -0.353538    -0.257937     1.938276     1.955648     2.960889     3.073862
    1.385684    -0.369048    -0.277053     1.961475     1.975991     2.927618     3.034129
    1.394017    -0.384421    -0.296008     1.982801     1.993566     2.896812     2.995990
    1.402350    -0.399787    -0.314950     2.002145     2.008310     2.868878     2.959880
    1.410684    -0.415283    -0.334038     2.019486     2.020308     2.844078     2.926146
    1.419017    -0.431044    -0.353424     2.029799     2.034891     2.822506     2.895035
    1.427350    -0.447185    -0.373242     2.037173     2.048521     2.804079     2.866674
    1.435684    -0.463792    -0.393592     2.042936     2.060618     2.788553     2.841071
    1.444017    -0.480912    -0.414531     2.047667     2.071487     2.775561     2.818122
    1.452350    -0.498541    -0.436061     2.051962     2.081471     2.764655     2.797626
    1.460684    -0.516623    -0.458123     2.056380     2.090913     2.755354     2.779321
    1.469017    -0.535044    -0.480599     2.061396     2.100126     2.747192     2.762906
    1.477350    -0.553635    -0.503311     2.067370     2.109357     2.739746     2.748083
    1.485684    -0.572177    -0.526025     2.074533     2.118764     2.732662     2.734583
    1.494017    -0.590407    -0.548465     2.082979     2.128401     2.722188     2.725668
    1.502350    -0.608030    -0.570322     2.092672     2.138208     2.710751     2.718579
    1.510684    -0.624731    -0.591266     2.103456     2.148017     2.700206     2.711302
    1.519017    -0.640185    -0.610960     2.115070     2.157553     2.690574     2.703833
    1.527350    -0.654074    -0.629078     2.127165     2.166462     2.681954     2.696254
    1.535684    -0.666093    -0.645308     2.139321     2.174325     2.674512     2.688730
    1.544017    -0.675966    -0.659371     2.151066     2.180702     2.668458     2.681499
    1.552350    -0.683452    -0.671028     2.161902     2.185171     2.664010     2.674855
    1.560684    -0.688357    -0.680085     2.171333     2.187380     2.661353     2.669128
    1.569017    -0.690534    -0.686402     2.178903     2.187096     2.660595     2.664655
    1.577350    -0.689894    -0.689894     2.184240     2.184240     2.661735     2.661735
    1.577350    -0.689894    -0.689894     2.184240     2.184240     2.661735     2.661735
    1.585684    -0.690534    -0.686402     2.178903     2.187096     2.660595     2.664655
    1.594017    -0.688357    -0.680085     2.171333     2.187380     2.661353     2.669128
    1.602350    -0.683452    -0.671028     2.161902     2.185171     2.664010     2.674855
    1.610684    -0.675966    -0.659371     2.151066     2.180702     2.668458     2.681499
    1.619017    -0.666093    -0.645308     2.139321     2.174325     2.674512     2.688730
    1.627350    -0.654074    -0.629078     2.127165     2.166462     2.681954     2.696254
    1.635684    -0.640185    -0.610960     2.115070     2.157553     2.690574     2.703833
    1.644017    -0.624731    -0.591266     2.103456     2.148017     2.700206     2.711302
    1.652350    -0.608030    -0.570322     2.092672     2.138208     2.710751     2.718579
    1.660684    -0.590407    -0.548465     2.082979     2.128401     2.722188     2.725668
    1.669017    -0.572177    -0.526025     2.074533     2.118764     2.732662     2.734583
    1.677350    -0.553635    -0.503311     2.067370     2.109357     2.739746     2.748083
    1.685684    -0.535044    -0.480599     2.061396     2.100126     2.747192     2.762906
    1.694017    -0.516623    -0.458123     2.056380     2.090913     2.755354     2.779321
    1.702350    -0.498541    -0.436061     2.051962     2.081471     2.764655     2.797626
    1.710684    -0.480912    -0.414531     2.047667     2.071487     2.775561     2.818122
    1.719017    -0.463792    -0.393592     2.042936     2.060618     2.788553     2.841071
    1.727350    -0.447185    -0.373242     2.037173     2.048521     2.804079     2.866674
    1.735684    -0.431044    -0.353424     2.029799     2.034891     2.822506     2.895035
    1.744017    -0.415283    -0.334038     2.019486     2.020308     2.844078     2.926146
    1.752350    -0.399787    -0.314950     2.002145     2.008310     2.868878     2.959880
    1.760684    -0.384421    -0.296008     1.982801     1.993566     2.896812     2.995990
    1.769017    -0.369048    -0.277053     1.961475     1.975991     2.927618     3.034129
    1.777350    -0.353538    -0.257937     1.938276     1.955648     2.960889     3.073862
    1.785684    -0.337779    -0.238530     1.913388     1.932729     2.996105     3.114695
    1.794017    -0.321692    -0.218741     1.887058     1.907525     3.032675     3.156092
    1.802350    -0.305236    -0.198522     1.859590     1.880410     3.069966     3.197500
    1.810684    -0.288420    -0.177879     1.831334     1.851817     3.107338     3.238362
    1.819017    -0.271306    -0.156882     1.802681     1.822227     3.144163     3.278133
    1.827350    -0.254015    -0.135671     1.774056     1.792160     3.179843     3.316292
    1.835684    -0.236730    -0.114457     1.745914     1.762170     3.213821     3.352350
    1.844017    -0.219695    -0.093528     1.718736     1.732838     3.245587     3.385857
    1.852350    -0.203212    -0.073245     1.693021     1.704772     3.274684     3.416401
    1.860684    -0.187634    -0.054039     1.669281     1.678599     3.300708     3.443620
    1.869017    -0.173356    -0.036395     1.648029     1.654954     3.323311     3.467196
    1.877350    -0.160799    -0.020842     1.629764     1.634465     3.342202     3.486860
    1.885684    -0.150390    -0.007922     1.614953     1.617733     3.357142     3.502391
    1.894017    -0.142540     0.001840     1.604011     1.605297     3.367948     3.513614
    1.902350    -0.137617     0.007968     1.597279     1.597611     3.374487     3.520403
    1.910684    -0.135923     0.010077     1.595000     1.595000     3.376676     3.522676
